"predictor","libsize","direction","rho","ci_lower","ci_upper","p_value","n_nominal","n_eff_clifford","is_pred_to_lst"
"distance_to_roads",100,"distance_to_roads->LST",0.427732580335047,0.391236517815816,0.462885375943243,0,2000,567.23398051302,TRUE
"distance_to_roads",110,"distance_to_roads->LST",0.491950987453174,0.457995664457879,0.524472884060183,0,2000,567.23398051302,TRUE
"distance_to_roads",120,"distance_to_roads->LST",0.550246572473613,0.518931127595642,0.580087069329143,0,2000,567.23398051302,TRUE
"distance_to_roads",10,"LST->distance_to_roads",0.0191442277658228,-0.0247074371173299,0.0629223616648061,0.392164261820707,2000,567.23398051302,FALSE
"distance_to_roads",20,"LST->distance_to_roads",0.0438220943497853,-8.85530061411071e-06,0.0874849890380084,0.0500542913188742,2000,567.23398051302,FALSE
"distance_to_roads",30,"LST->distance_to_roads",0.0763312365832219,0.0326094042240073,0.119761486895958,0.000634345209308496,2000,567.23398051302,FALSE
"distance_to_roads",40,"LST->distance_to_roads",0.118024530482197,0.0745794064510476,0.161022473699854,1.20044554741128e-07,2000,567.23398051302,FALSE
"distance_to_roads",50,"LST->distance_to_roads",0.161679882054163,0.118690055992041,0.204064693912997,3.49054118942149e-13,2000,567.23398051302,FALSE
"distance_to_roads",60,"LST->distance_to_roads",0.210978787462217,0.168707964347858,0.252474983691355,0,2000,567.23398051302,FALSE
"distance_to_roads",70,"LST->distance_to_roads",0.272905284050193,0.231847641750573,0.312992298862889,0,2000,567.23398051302,FALSE
"distance_to_roads",80,"LST->distance_to_roads",0.345745482086699,0.3065602701358,0.383760770865868,0,2000,567.23398051302,FALSE
"distance_to_roads",90,"LST->distance_to_roads",0.41557408332767,0.378640079605157,0.451186651272375,0,2000,567.23398051302,FALSE
"distance_to_roads",100,"LST->distance_to_roads",0.477134792659871,0.442559217304369,0.510293816530406,0,2000,567.23398051302,FALSE
"distance_to_roads",110,"LST->distance_to_roads",0.531500883313143,0.499301774390292,0.562233913824736,0,2000,567.23398051302,FALSE
"distance_to_roads",120,"LST->distance_to_roads",0.583721962277923,0.554066873826026,0.611897450903922,0,2000,567.23398051302,FALSE
"DEM",10,"DEM->LST",0.0585333418393037,0.0147402262944159,0.102102323723722,0.00883693070515945,2000,123.801662977872,TRUE
"DEM",20,"DEM->LST",0.11457234843013,0.0710984589460202,0.157611784182702,2.78338202264194e-07,2000,123.801662977872,TRUE
"DEM",30,"DEM->LST",0.174566081057114,0.131743167314061,0.216738660779512,3.77475828372553e-15,2000,123.801662977872,TRUE
"DEM",40,"DEM->LST",0.2358541813792,0.194029064695113,0.276823394397725,0,2000,123.801662977872,TRUE
"DEM",50,"DEM->LST",0.304812881923609,0.264515943897277,0.344047263004159,0,2000,123.801662977872,TRUE
"DEM",60,"DEM->LST",0.372281362539503,0.333898803362647,0.409431422781917,0,2000,123.801662977872,TRUE
"DEM",70,"DEM->LST",0.431086802443917,0.394713965149298,0.466110604759606,0,2000,123.801662977872,TRUE
"DEM",80,"DEM->LST",0.480212833216637,0.445764428883208,0.513240979219351,0,2000,123.801662977872,TRUE
"DEM",90,"DEM->LST",0.529945427236403,0.497674478539474,0.560751229026379,0,2000,123.801662977872,TRUE
"DEM",100,"DEM->LST",0.582368178457699,0.552643890294939,0.610612768094328,0,2000,123.801662977872,TRUE
"DEM",110,"DEM->LST",0.64799584665344,0.621826184410732,0.6727200091365,0,2000,123.801662977872,TRUE
"DEM",120,"DEM->LST",0.720333529623482,0.698558095170258,0.740776022096266,0,2000,123.801662977872,TRUE
"DEM",10,"LST->DEM",0.0386933002367483,-0.00514636044385827,0.0823845117585472,0.0836333124632755,2000,123.801662977872,FALSE
"DEM",20,"LST->DEM",0.0855062226561519,0.0418320689742519,0.128854233149515,0.000128886242995119,2000,123.801662977872,FALSE
"DEM",30,"LST->DEM",0.135229380333451,0.0919434174614457,0.178005235030509,1.26507915254592e-09,2000,123.801662977872,FALSE
"DEM",40,"LST->DEM",0.182435553850293,0.139721882155527,0.224471540120063,2.22044604925031e-16,2000,123.801662977872,FALSE
"DEM",50,"LST->DEM",0.234152220870116,0.192294831276939,0.275159164676242,0,2000,123.801662977872,FALSE
"DEM",60,"LST->DEM",0.281422350486342,0.240558710522571,0.321290167597071,0,2000,123.801662977872,FALSE
"DEM",70,"LST->DEM",0.328439197285611,0.288765270668751,0.366987058969291,0,2000,123.801662977872,FALSE
"DEM",80,"LST->DEM",0.392702951399381,0.354982162221366,0.429147172620651,0,2000,123.801662977872,FALSE
"DEM",90,"LST->DEM",0.453776066696512,0.418264169223168,0.487902889835347,0,2000,123.801662977872,FALSE
"DEM",100,"LST->DEM",0.516781827026288,0.483911999333281,0.548195565762901,0,2000,123.801662977872,FALSE
"DEM",110,"LST->DEM",0.570120202835906,0.539777721819512,0.598983203967143,0,2000,123.801662977872,FALSE
"DEM",120,"LST->DEM",0.615936480169607,0.587979265127076,0.642423850898596,0,2000,123.801662977872,FALSE
"NDBI",10,"NDBI->LST",0.0298364440011542,-0.0140128140263113,0.0735711632793919,0.182272992503058,2000,94.771568528492,TRUE
"NDBI",20,"NDBI->LST",0.0775065234636591,0.0337903829437651,0.120926646133332,0.000521914220170894,2000,94.771568528492,TRUE
"NDBI",30,"NDBI->LST",0.139842259834362,0.096603449989764,0.182554241464787,3.36593419802966e-10,2000,94.771568528492,TRUE
"NDBI",40,"NDBI->LST",0.21404515260737,0.171826259336563,0.255479230544478,0,2000,94.771568528492,TRUE
"NDBI",50,"NDBI->LST",0.293377800019157,0.252797597393563,0.332927609015081,0,2000,94.771568528492,TRUE
"NDBI",60,"NDBI->LST",0.367359621905581,0.328823308409844,0.404674599541055,0,2000,94.771568528492,TRUE
"NDBI",70,"NDBI->LST",0.428729782927074,0.392270246134819,0.463844326355572,0,2000,94.771568528492,TRUE
"NDBI",80,"NDBI->LST",0.486775264286071,0.452600941057983,0.51952177701742,0,2000,94.771568528492,TRUE
"NDBI",90,"NDBI->LST",0.546404430767746,0.514905176290833,0.576430196942959,0,2000,94.771568528492,TRUE
"NDBI",100,"NDBI->LST",0.595080107525686,0.566012429602324,0.622669991027444,0,2000,94.771568528492,TRUE
"NDBI",110,"NDBI->LST",0.64118265027004,0.614624910898147,0.666288456293983,0,2000,94.771568528492,TRUE
"NDBI",120,"NDBI->LST",0.683970481942329,0.659923436314245,0.706617677907524,0,2000,94.771568528492,TRUE
"NDBI",10,"LST->NDBI",0.0192122406957599,-0.0246394405827652,0.0629901299517434,0.390484183564664,2000,94.771568528492,FALSE
"NDBI",20,"LST->NDBI",0.0510684525899192,0.00725375659695489,0.0946874389600791,0.0223766378230716,2000,94.771568528492,FALSE
"NDBI",30,"LST->NDBI",0.100148893393412,0.0565662651267597,0.143350571584782,7.21383043034152e-06,2000,94.771568528492,FALSE
"NDBI",40,"LST->NDBI",0.166745354313528,0.123819368452298,0.209048434647139,6.12843109593086e-14,2000,94.771568528492,FALSE
"NDBI",50,"LST->NDBI",0.229345615093735,0.187398493099812,0.27045778914502,0,2000,94.771568528492,FALSE
"NDBI",60,"LST->NDBI",0.291532347559104,0.250907545326223,0.331132030514914,0,2000,94.771568528492,FALSE
"NDBI",70,"LST->NDBI",0.352194029428208,0.313197930986277,0.390004465944488,0,2000,94.771568528492,FALSE
"NDBI",80,"LST->NDBI",0.42444785309268,0.387832128132567,0.459726067146935,0,2000,94.771568528492,FALSE
"NDBI",90,"LST->NDBI",0.508024536162991,0.474765292118483,0.539834863743353,0,2000,94.771568528492,FALSE
"NDBI",100,"LST->NDBI",0.572738002833658,0.542526459570446,0.601469852335971,0,2000,94.771568528492,FALSE
"NDBI",110,"LST->NDBI",0.626985785154977,0.599633606548653,0.65287482212541,0,2000,94.771568528492,FALSE
"NDBI",120,"LST->NDBI",0.671572920115888,0.646780400232969,0.694947606144774,0,2000,94.771568528492,FALSE
"BSI",10,"BSI->LST",0.0102365011026376,-0.0336095112994263,0.054043185896575,0.647300182158228,2000,158.797760223067,TRUE
"BSI",20,"BSI->LST",0.043655511339265,-0.000175757607662765,0.0873193617196908,0.0509329965095509,2000,158.797760223067,TRUE
"BSI",30,"BSI->LST",0.0887511085324853,0.0450955997519474,0.132068289734374,7.05469245376733e-05,2000,158.797760223067,TRUE
"BSI",40,"BSI->LST",0.146769301669275,0.103604862775097,0.18938193363224,4.24211776817174e-11,2000,158.797760223067,TRUE
"BSI",50,"BSI->LST",0.215214379631785,0.173015510427958,0.256624560736341,0,2000,158.797760223067,TRUE
"BSI",60,"BSI->LST",0.285653199863438,0.244888378986786,0.32540985592322,0,2000,158.797760223067,TRUE
"BSI",70,"BSI->LST",0.354008622994393,0.315066427430343,0.391760788351411,0,2000,158.797760223067,TRUE
"BSI",80,"BSI->LST",0.4219926037512,0.385288086467159,0.4573639815389,0,2000,158.797760223067,TRUE
"BSI",90,"BSI->LST",0.491010908861672,0.457015622433021,0.523573766451967,0,2000,158.797760223067,TRUE
"BSI",100,"BSI->LST",0.54742328024163,0.51597263257219,0.577400034353286,0,2000,158.797760223067,TRUE
"BSI",110,"BSI->LST",0.5986056735473,0.569722811821201,0.626011659724886,0,2000,158.797760223067,TRUE
"BSI",120,"BSI->LST",0.644877696732347,0.618529876532624,0.669776987071416,0,2000,158.797760223067,TRUE
"BSI",10,"LST->BSI",0.00818092779448644,-0.0356627927289947,0.0519932168280984,0.714634020278137,2000,158.797760223067,FALSE
"BSI",20,"LST->BSI",0.0357746684733341,-0.0080689165284747,0.079480972003214,0.109730965344178,2000,158.797760223067,FALSE
"BSI",30,"LST->BSI",0.0813858856598625,0.0376893993701947,0.124771730180784,0.000269000396760255,2000,158.797760223067,FALSE
"BSI",40,"LST->BSI",0.145822279045402,0.102647420108741,0.188448736594825,5.66400260026967e-11,2000,158.797760223067,FALSE
"BSI",50,"LST->BSI",0.214010051402191,0.171790558894056,0.255444844944708,0,2000,158.797760223067,FALSE
"BSI",60,"LST->BSI",0.278446456964367,0.237514283523255,0.318391558214981,0,2000,158.797760223067,FALSE
"BSI",70,"LST->BSI",0.337959253226881,0.298550773877612,0.376217253632076,0,2000,158.797760223067,FALSE
"BSI",80,"LST->BSI",0.411597035775478,0.374522748930701,0.447357336982222,0,2000,158.797760223067,FALSE
"BSI",90,"LST->BSI",0.496236519134238,0.462464423299452,0.528570768288015,0,2000,158.797760223067,FALSE
"BSI",100,"LST->BSI",0.569249370305827,0.53886347517467,0.598155876687979,0,2000,158.797760223067,FALSE
"BSI",110,"LST->BSI",0.627266674015829,0.599930027576937,0.65314037209236,0,2000,158.797760223067,FALSE
"BSI",120,"LST->BSI",0.677806483749993,0.65338695242321,0.700816923274255,0,2000,158.797760223067,FALSE
"NDVI",10,"NDVI->LST",0.013784758597665,-0.0300643388820425,0.0575809009264131,0.537817295998488,2000,661.59252604112,TRUE
"NDVI",20,"NDVI->LST",0.0368253024778852,-0.00701695614374227,0.080526258703638,0.0996801129398572,2000,661.59252604112,TRUE
"NDVI",30,"NDVI->LST",0.0660523590172883,0.0222859472350778,0.109566082893127,0.00312332487821854,2000,661.59252604112,TRUE
"NDVI",40,"NDVI->LST",0.104538120422337,0.0609866287158014,0.147692326334978,2.79952599768762e-06,2000,661.59252604112,TRUE
"NDVI",50,"NDVI->LST",0.154209071723193,0.111129276020154,0.196710413611188,4.10160794217518e-12,2000,661.59252604112,TRUE
"NDVI",60,"NDVI->LST",0.207078022619745,0.164742361312671,0.248652083803347,0,2000,661.59252604112,TRUE
