"variable","E","k","rho","mae","rmse"
"BSI",4,7,0.658020782544764,0.0191242984452585,0.0284075249872929
"BSI",4,8,0.658645413360447,0.0190535655367039,0.0283662274553897
"BSI",4,9,0.66243744884965,0.019012595858854,0.0281869716993058
"BSI",4,10,0.666743700241139,0.0188852825578065,0.0279871515087608
"BSI",4,11,0.66489066739496,0.0189048533864745,0.0280351704884591
"BSI",4,12,0.666469350078684,0.0188627460983529,0.0279459744340826
"BSI",4,13,0.668359375630974,0.0188285941316651,0.0278674450786761
"BSI",4,14,0.667775111595469,0.018806104770865,0.0278729164945569
"BSI",4,15,0.666477395314313,0.0187975964711591,0.0279110500032638
"BSI",4,16,0.665181720903846,0.0188092898166417,0.0279482364793501
"BSI",4,17,0.662858828387709,0.0188418345028358,0.028027998553395
"BSI",5,4,0.761831101359442,0.0164391590227484,0.024531788093398
"BSI",5,5,0.761184437951356,0.0163202814084775,0.0244439979266477
"BSI",5,6,0.759243814039068,0.0162974151005293,0.0244701906695039
"BSI",5,7,0.755043110130429,0.0163201400237385,0.0246068899737439
"BSI",5,8,0.754467706642321,0.0163423290798687,0.0246114167153808
"BSI",5,9,0.756174075395278,0.0162932186474802,0.0244911339914414
"BSI",5,10,0.757742848935793,0.0162740524363438,0.0244073553135375
"BSI",5,11,0.753995357810436,0.0163492322312922,0.0245598081118207
"BSI",5,12,0.751932181099385,0.0164440423863127,0.0246411975003142
"BSI",5,13,0.747668685664057,0.0165485419540194,0.0248203767457095
"BSI",5,14,0.745508871741671,0.0166187484334432,0.0249047463291231
"BSI",5,15,0.744249824724038,0.0166388990817137,0.0249489788497167
"BSI",5,16,0.743662888173449,0.0166669912628015,0.0249693244241792
"BSI",5,17,0.741458383317744,0.016718597582456,0.0250602588936745
"BSI",6,4,0.8107556922331,0.0146749928248902,0.0220721209759374
"BSI",6,5,0.810579401935921,0.0145689298269958,0.0219798891642921
"BSI",6,6,0.807361106535947,0.0145335029299919,0.0220903520211639
"BSI",6,7,0.805733900807851,0.0146104117944093,0.0221589748252649
"BSI",6,8,0.803037527892561,0.0147493933113798,0.0222808393852869
"BSI",6,9,0.801003066192012,0.0148133541102009,0.02236547746704
"BSI",6,10,0.799428083108026,0.0149058244587941,0.0224331099467051
"BSI",6,11,0.797829766446125,0.0149632455486344,0.0225061269629113
"BSI",6,12,0.793547951042021,0.0150743126850666,0.0227150382629391
"BSI",6,13,0.790417622854902,0.0151541566123466,0.0228658166555593
"BSI",6,14,0.787410424342073,0.0152844755436073,0.0230085405153206
"BSI",6,15,0.783905759818526,0.0153945602597068,0.0231760019448579
"BSI",6,16,0.782316695478733,0.015437355477201,0.0232517005426958
"BSI",6,17,0.778775317362791,0.0155532187767768,0.0234172806818317
"BSI",7,4,0.842099506719916,0.013524674404112,0.0202528461490482
"BSI",7,5,0.845023336297267,0.0134285639797437,0.0200260148742747
"BSI",7,6,0.840416193774301,0.0135066351291466,0.0202729656714769
"BSI",7,7,0.840421587177729,0.0134861274954577,0.0202525124345325
"BSI",7,8,0.838068784906241,0.0135898881243871,0.0203802259966887
"BSI",7,9,0.835561096146366,0.0137207152113185,0.020514802353847
"BSI",7,10,0.834276948355593,0.013806894025393,0.0205823268340918
"BSI",7,11,0.832674674316725,0.0138838154869912,0.0206725249502907
"BSI",7,12,0.832357661794453,0.0139366596330865,0.0206898511264249
"BSI",7,13,0.829346537974845,0.0140577321619949,0.0208575854124712
