"predictor","libsize","direction","rho","ci_lower","ci_upper","p_value","n_nominal","n_eff_clifford","is_pred_to_lst"
"NDBI",10,"LST->NDBI",0.0284842761730516,-0.0153658406034755,0.072225036406174,0.202905393149058,2000,94.771568528492,FALSE
"NDBI",20,"LST->NDBI",0.0900458366692414,0.0463980274377618,0.133350462637992,5.51516600286739e-05,2000,94.771568528492,FALSE
"NDBI",30,"LST->NDBI",0.13055441167239,0.0872225947710912,0.173393133039199,4.62819360613764e-09,2000,94.771568528492,FALSE
"NDBI",40,"LST->NDBI",0.18166901874728,0.138944462305366,0.223718542709727,2.22044604925031e-16,2000,94.771568528492,FALSE
"NDBI",50,"LST->NDBI",0.235669256232655,0.193840620301478,0.276642580760195,0,2000,94.771568528492,FALSE
"NDBI",60,"LST->NDBI",0.293900510175023,0.253332996336801,0.333436140638036,0,2000,94.771568528492,FALSE
"NDBI",70,"LST->NDBI",0.347378850996455,0.308241179761209,0.385342580998179,0,2000,94.771568528492,FALSE
"NDBI",80,"LST->NDBI",0.400600782793142,0.363146227977128,0.436762727148845,0,2000,94.771568528492,FALSE
"NDBI",90,"LST->NDBI",0.446822240257899,0.411041403689453,0.481228488355272,0,2000,94.771568528492,FALSE
"NDBI",100,"LST->NDBI",0.480957344353768,0.446539832618455,0.51395371687359,0,2000,94.771568528492,FALSE
"NDBI",110,"LST->NDBI",0.502605573456024,0.469108956812897,0.534658162657759,0,2000,94.771568528492,FALSE
"NDBI",120,"LST->NDBI",0.519205374368074,0.486444585589013,0.550508249950354,0,2000,94.771568528492,FALSE
"BSI",10,"BSI->LST",0.0270898072489984,-0.0167610269584678,0.0708366304930681,0.225911565603648,2000,158.797760223067,TRUE
"BSI",20,"BSI->LST",0.0952594041688061,0.0516441015850906,0.138512006448571,1.97965348396334e-05,2000,158.797760223067,TRUE
"BSI",30,"BSI->LST",0.136010477560063,0.0927323657717092,0.178775645256317,1.01413344388845e-09,2000,158.797760223067,TRUE
"BSI",40,"BSI->LST",0.178139567094084,0.135365572001774,0.220250776526035,8.88178419700125e-16,2000,158.797760223067,TRUE
"BSI",50,"BSI->LST",0.22801293359202,0.186041301350318,0.269153936534201,0,2000,158.797760223067,TRUE
"BSI",60,"BSI->LST",0.270728448226163,0.229622277915556,0.310870504302223,0,2000,158.797760223067,TRUE
"BSI",70,"BSI->LST",0.316820793899299,0.276834132523563,0.355712112197236,0,2000,158.797760223067,TRUE
"BSI",80,"BSI->LST",0.362400513860804,0.323711529262429,0.399879617692372,0,2000,158.797760223067,TRUE
"BSI",90,"BSI->LST",0.398579794795942,0.361056565168799,0.434814464761054,0,2000,158.797760223067,TRUE
"BSI",100,"BSI->LST",0.42754961553608,0.391046861345656,0.462709420646168,0,2000,158.797760223067,TRUE
"BSI",110,"BSI->LST",0.443623129653728,0.407720075575167,0.47815658693799,0,2000,158.797760223067,TRUE
"BSI",120,"BSI->LST",0.456628550646916,0.42122827241181,0.490639598992635,0,2000,158.797760223067,TRUE
"BSI",10,"LST->BSI",0.0316774639038394,-0.0121703667172066,0.075403702065049,0.156737749631952,2000,158.797760223067,FALSE
"BSI",20,"LST->BSI",0.098398533191234,0.0548039645399548,0.141618678706898,1.04104975058306e-05,2000,158.797760223067,FALSE
"BSI",30,"LST->BSI",0.139565915222845,0.0963242271837047,0.182281774792469,3.64831276300492e-10,2000,158.797760223067,FALSE
"BSI",40,"LST->BSI",0.188851753537814,0.146231257218516,0.230772455985042,0,2000,158.797760223067,FALSE
"BSI",50,"LST->BSI",0.237791260906722,0.196003193648367,0.278717231777534,0,2000,158.797760223067,FALSE
"BSI",60,"LST->BSI",0.287078302263455,0.246347133363181,0.326797175545231,0,2000,158.797760223067,FALSE
"BSI",70,"LST->BSI",0.334825083716178,0.295328299324553,0.373179349782061,0,2000,158.797760223067,FALSE
"BSI",80,"LST->BSI",0.380425850529394,0.342302615405989,0.417298571593799,0,2000,158.797760223067,FALSE
"BSI",90,"LST->BSI",0.422190584211089,0.385493206068903,0.457554468189103,0,2000,158.797760223067,FALSE
"BSI",100,"LST->BSI",0.456381701031292,0.420971733544157,0.490402794868602,0,2000,158.797760223067,FALSE
"BSI",110,"LST->BSI",0.483726463417186,0.449424306738107,0.51660425852929,0,2000,158.797760223067,FALSE
"BSI",120,"LST->BSI",0.509718522544518,0.476534045851877,0.541452624815412,0,2000,158.797760223067,FALSE
"NDVI",10,"NDVI->LST",0.0122382431189174,-0.0316096453665213,0.0560391156160834,0.584386161472676,2000,661.59252604112,TRUE
"NDVI",20,"NDVI->LST",0.0300306268159139,-0.0138184947008363,0.0737644654762895,0.17944248397317,2000,661.59252604112,TRUE
"NDVI",30,"NDVI->LST",0.0463136679827432,0.00248778547429808,0.0899619803893678,0.0383563078546374,2000,661.59252604112,TRUE
"NDVI",40,"NDVI->LST",0.0634336853404773,0.019657407320645,0.106967210885343,0.00454077903212013,2000,661.59252604112,TRUE
"NDVI",50,"NDVI->LST",0.087328600438032,0.0436648033023319,0.130659408843767,9.21110915728107e-05,2000,661.59252604112,TRUE
"NDVI",60,"NDVI->LST",0.110291628592985,0.0667835399347662,0.153381088684868,7.63793273073077e-07,2000,661.59252604112,TRUE
"NDVI",70,"NDVI->LST",0.141988149191741,0.098771920933674,0.184669794353556,1.79095849262012e-10,2000,661.59252604112,TRUE
"NDVI",80,"NDVI->LST",0.172495290494274,0.129644552273883,0.214702933809524,7.99360577730113e-15,2000,661.59252604112,TRUE
"NDVI",90,"NDVI->LST",0.203095562587537,0.160695116650456,0.244747782792003,0,2000,661.59252604112,TRUE
"NDVI",100,"NDVI->LST",0.234038919708192,0.192179390957061,0.275048366564037,0,2000,661.59252604112,TRUE
"NDVI",110,"NDVI->LST",0.253086950797149,0.211603341876082,0.293660298850771,0,2000,661.59252604112,TRUE
"NDVI",120,"NDVI->LST",0.275046442739573,0.234036952432281,0.315078928096968,0,2000,661.59252604112,TRUE
"NDVI",10,"LST->NDVI",0.0132135509442171,-0.0306351244051748,0.0570114646968614,0.55479898181693,2000,661.59252604112,FALSE
"NDVI",20,"LST->NDVI",0.0339063827699222,-0.00993932117760065,0.0776219576648036,0.1295630069515,2000,661.59252604112,FALSE
"NDVI",30,"LST->NDVI",0.0460593429507105,0.00223291817796195,0.0897091685733713,0.0394328014329561,2000,661.59252604112,FALSE
"NDVI",40,"LST->NDVI",0.0612029810929392,0.017418775776174,0.104752905293761,0.006182606631425,2000,661.59252604112,FALSE
"NDVI",50,"LST->NDVI",0.0779796570970572,0.034265842401265,0.121395668920557,0.000482132063861496,2000,661.59252604112,FALSE
"NDVI",60,"LST->NDVI",0.0997953113354739,0.0562102491572527,0.143000741349805,7.77246464567227e-06,2000,661.59252604112,FALSE
"NDVI",70,"LST->NDVI",0.125243228081255,0.0818616773683969,0.168151090687274,1.91305065122549e-08,2000,661.59252604112,FALSE
"NDVI",80,"LST->NDVI",0.152116059795111,0.109011952219735,0.194649190608909,8.00737254280648e-12,2000,661.59252604112,FALSE
"NDVI",90,"LST->NDVI",0.178612708409682,0.135845276047689,0.220715710375183,8.88178419700125e-16,2000,661.59252604112,FALSE
"NDVI",100,"LST->NDVI",0.199736822581839,0.157282846402989,0.241453910452406,0,2000,661.59252604112,FALSE
"NDVI",110,"LST->NDVI",0.218517091104388,0.176375448628376,0.259859142794791,0,2000,661.59252604112,FALSE
"NDVI",120,"LST->NDVI",0.23841024329658,0.196634086384811,0.279322329294774,0,2000,661.59252604112,FALSE
